sec,Bid_Size,Offer_Size,spread,OB_IB,last_spread,spread_state
2020-01-02 09:30:00,1.1428571428571428,1.1428571428571428,0.24142857142856297,1.0714285714285714,0.5893577981651226,-1
2020-01-02 09:30:01,8.403669724770642,7.559633027522936,0.5893577981651226,2.472281208344349,0.058205128205132114,1
2020-01-02 09:30:02,8.871794871794872,5.051282051282051,0.058205128205132114,1.1116226967620157,0.16697674418604536,-1
2020-01-02 09:30:03,3.604651162790698,3.604651162790698,0.16697674418604536,1.8737840097279221,1.2602325581395362,-1
2020-01-02 09:30:04,5.348837209302325,1.8604651162790697,1.2602325581395362,0.9714201128278787,0.34461538461538166,1
2020-01-02 09:30:05,5.846153846153846,1.8846153846153846,0.34461538461538166,1.3008620689655173,0.33099999999999835,1
2020-01-02 09:30:06,2.2333333333333334,2.2666666666666666,0.33099999999999835,1.5466666666666666,0.047209302325597946,1
2020-01-02 09:30:07,43.674418604651166,1.6511627906976745,0.047209302325597946,0.3566536499196932,0.3376000000000022,-1
2020-01-02 09:30:08,3.4,1.32,0.3376000000000022,0.9053333333333333,0.4122222222222247,-1
2020-01-02 09:30:09,3.5833333333333335,2.138888888888889,0.4122222222222247,1.4214120370370371,1.5257692307692468,-1
2020-01-02 09:30:10,2.8461538461538463,1.7692307692307692,1.5257692307692468,1.0304195804195804,0.6866666666666674,1
2020-01-02 09:30:11,1.0,1.0,0.6866666666666674,1.0,0.21317073170731451,1
2020-01-02 09:30:12,4.341463414634147,1.7317073170731707,0.21317073170731451,1.0752431053722302,0.11592592592593418,1
2020-01-02 09:30:13,4.7407407407407405,1.5925925925925926,0.11592592592593418,1.073682147756222,0.3786666666666709,-1
2020-01-02 09:30:14,1.8,4.333333333333333,0.3786666666666709,3.8333333333333335,0.2759154929577453,1
2020-01-02 09:30:15,4.661971830985915,1.8169014084507042,0.2759154929577453,1.0883521069436564,0.5649999999999966,-1
2020-01-02 09:30:16,6.21,1.5,0.5649999999999966,0.942808700071858,1.7241304347826,-1
2020-01-02 09:30:17,2.717391304347826,1.0,1.7241304347826,0.8073122529644268,0.9201724137931074,1
