sec,Bid_Price,Bid_Size,Offer_Price,Offer_Size,OB_IB,spread
2020-01-03 09:30:02,296.36,0.7884573603642703,296.942,0.8754687373538999,0.7884573603642703,0.45868986934546524
2020-01-03 09:30:03,296.0,0.6931471805599453,296.78,0.6931471805599453,0.6931471805599453,0.5766133643039785
2020-01-03 09:30:04,296.0,0.6931471805599453,296.998,0.8754687373538999,0.8754687373538999,0.6921466802263626
2020-01-03 09:30:08,296.216,0.6931471805599453,296.78,1.0296194171811581,1.0296194171811581,0.44724664212309667
2020-01-03 09:30:13,296.62,0.6931471805599453,297.22,0.6931471805599453,0.6931471805599453,0.4700036292457498
2020-01-03 09:30:19,297.13,1.791759469228055,298.45,0.6931471805599453,0.1823215567939546,0.8415671856782156
2020-01-03 09:30:29,297.515,1.0986122886681098,297.63,1.252762968495368,0.8109302162163288,0.10885440491209024
2020-01-03 09:30:30,297.5157142857143,1.1895840668738364,297.62857142857143,1.455287232606842,0.9444616088408513,0.10693071082735349
2020-01-03 09:30:31,297.4155172413793,1.0870514662670339,297.6168965517241,1.5379789484519553,1.0870514662670339,0.18347032199783708
2020-01-03 09:30:32,297.57,1.3403846598158127,297.67641025641024,1.2922654114716143,0.7308875085427922,0.1011207713997952
2020-01-03 09:30:33,297.52,1.0986122886681098,297.64,1.0986122886681098,0.6931471805599453,0.11332868530700724
2020-01-03 09:30:35,297.5792307692308,1.285198244248522,297.74615384615385,1.2192402764567245,0.702716631576096,0.1543704358989015
2020-01-03 09:30:36,297.5723076923077,1.241713132308783,297.7,1.3862943611198906,0.8445468270153136,0.12017333899696267
2020-01-03 09:30:38,297.5833333333333,1.2992829841302609,297.7966666666667,1.2039728043259361,0.6505875661411493,0.1933713929805358
2020-01-03 09:30:40,297.096,0.8754687373538999,297.88199999999995,0.8754687373538999,0.7884573603642703,0.5799784824543017
2020-01-03 09:30:41,297.692,1.4350845252893227,298.204,0.6931471805599453,0.30010459245033816,0.4134332777573189
2020-01-03 09:30:42,297.78666666666663,0.9808292530117263,298.58666666666664,0.9808292530117263,0.6931471805599453,0.5877866649021147
2020-01-03 09:30:43,297.4185714285714,1.0986122886681098,297.90999999999997,1.0986122886681098,0.8370413602200144,0.39973443339919
2020-01-03 09:30:44,297.795,1.3862943611198906,298.37,0.6931471805599453,0.3184537311185346,0.45425527227758916
2020-01-03 09:30:45,297.67333333333335,1.2039728043259361,298.37,0.6931471805599453,0.41468176321308836,0.528665541894328
2020-01-03 09:30:47,297.8,1.6094379124341003,298.37,0.6931471805599453,0.22314355131420976,0.45107561936021234
2020-01-03 09:30:48,297.25,0.9162907318741551,298.37,0.6931471805599453,0.5596157879354227,0.7514160886839232
2020-01-03 09:30:49,297.895,1.0986122886681098,298.37,0.6931471805599453,0.4054651081081644,0.3886579897917793
2020-01-03 09:30:50,297.85,1.0986122886681098,298.37,0.6931471805599453,0.4054651081081644,0.41871033485817305
2020-01-03 09:30:52,297.5725,1.0116009116784799,297.95500000000004,1.0116009116784799,0.6931471805599453,0.32389345441436845
2020-01-03 09:30:53,297.77666666666664,1.0986122886681098,297.98,1.0986122886681098,0.6931471805599453,0.18509548367669945
2020-01-03 09:30:54,297.83,1.2729656758128876,297.98,1.0986122886681098,0.6690496289808849,0.13976194237517425
2020-01-03 09:30:55,297.77,1.3862943611198906,297.98,1.0986122886681098,0.5108256237659906,0.1906203596086798
2020-01-03 09:30:56,297.844,1.33500106673234,297.98,1.0986122886681098,0.5877866649021191,0.12751332029898083
2020-01-03 09:30:57,297.88666666666666,1.0986122886681098,297.95666666666665,1.2992829841302609,0.8472978603872034,0.06765864847380842
2020-01-03 09:30:58,297.99083333333334,1.3862943611198906,298.12,1.0116009116784799,0.4982468415591307,0.12147989753769778
2020-01-03 09:30:59,297.66,1.3862943611198906,298.14,1.0986122886681098,0.5108256237659906,0.3920420877759976
2020-01-03 09:31:00,297.72,1.2039728043259361,298.1033333333333,1.0986122886681098,0.7472144018302209,0.32449604557449174
2020-01-03 09:31:01,297.71000000000004,1.308332819650179,298.043,1.1939224684724346,0.6678293725756554,0.2874320411965491
2020-01-03 09:31:02,297.9341176470588,1.457246097092175,298.09999999999997,1.1370785694959058,0.5905062749547612,0.15347818484561987
2020-01-03 09:31:03,297.9042857142857,1.2729656758128876,298.11642857142857,1.0498221244986776,0.5731295071021455,0.19238974963087124
2020-01-03 09:31:04,298.11,1.3862943611198906,298.365,0.9162907318741551,0.4054651081081644,0.2271355725837436
2020-01-03 09:31:06,298.212,1.2809338454620642,298.427,1.0296194171811581,0.5634180738851612,0.1947440767925146
2020-01-03 09:31:07,298.07000000000005,1.0498221244986776,298.3442857142857,1.1895840668738364,0.9257694758286988,0.2423857975365937
2020-01-03 09:31:08,297.9964285714286,0.9162907318741551,298.25428571428574,1.2729656758128876,1.1676051601550612,0.22940959289283758
2020-01-03 09:31:09,298.21000000000004,1.3862943611198906,298.39,1.0986122886681098,0.5596157879354227,0.1655144384775551
2020-01-03 09:31:10,298.22444444444443,1.4663370687934272,298.39,1.0986122886681098,0.5306282510621704,0.15319784507196557
2020-01-03 09:31:11,297.912,1.0986122886681098,298.265,1.1631508098056809,1.0079579203999787,0.302324349188649
